Driver,driver_URL,Season,Age,Primary Sponsor,Car #s,Owner(s),Car(s),Races,P,W,Pod,T5,T10,RAF,AvSt,AvFn,Adj_Pts,RAF+,Start-,Finish-,Pts+,W vs. All,L vs. All,W% vs. All,W vs. Car,L vs. Car,W% vs. Car,W vs. Grid,L vs. Grid,W% vs. Grid,W vs. Team,L vs. Team,W% vs. Team,tmate_W_vs_all,tmate_L_vs_all,SOS%,Adj W%,Composite%
Alex Kennedy,"<a href=""https://www.racing-reference.info/driver/Alex_Kennedy/"">Alex Kennedy</a>",2015,23,MediaCast,33,Joe Falk,Chevrolet,13,0,0,0,0,0,13,41,34.76923077,3.155040384,108.8607595,186.3636364,158.041958,14.29798426,107,439,0.195970696,53,218,0.195571956,9,23,0.28125,5,8,0.384615385,179,367,0.320825516,0.227939216,0.208154043
Alex Kennedy,"<a href=""https://www.racing-reference.info/driver/Alex_Kennedy/"">Alex Kennedy</a>",2016,24,Premium Motorsports,55,Jay Robinson,Chevrolet,1,0,0,0,0,0,0,36,36,2.255175294,0,176.0762943,176.0762943,9.481011266,4,35,0.102564103,2,18,0.1,1,3,0.25,0,1,0,12,27,0.289473684,0,0.108108108
Allan Grice,"<a href=""https://www.racing-reference.info/driver/Allan_Grice/"">Allan Grice</a>",1987,44,Foster's Lager,3,John Sheppard,Oldsmobile,1,0,0,0,0,0,0,36,35,2.770799946,0,181.1444142,176.1126249,11.22652197,7,34,0.170731707,2,5,0.285714286,1,3,0.25,0,0,,0,0,,,0.211267606
Allan Grice,"<a href=""https://www.racing-reference.info/driver/Allan_Grice/"">Allan Grice</a>",1989,46,Foster's Lager / Bob Jane T-Marts,47,Allan Grice,Pontiac,1,0,0,0,0,0,0,32,34,3.311639454,0,160.4740954,170.5037263,13.49812198,8,33,0.195121951,2,9,0.181818182,1,3,0.25,0,0,,0,0,,,0.202531646
Alon Day,"<a href=""https://www.racing-reference.info/driver/Alon_Day/"">Alon Day</a>",2017,25,Earthwater,23,BK Racing,Toyota,1,0,0,0,0,0,1,32,32,4.476741801,120.2380952,158.8206388,158.8206388,18.53967178,6,31,0.162162162,1,5,0.166666667,1,3,0.25,0,0,,0,0,,,0.184615385
Alon Day,"<a href=""https://www.racing-reference.info/driver/Alon_Day/"">Alon Day</a>",2018,26,Best Bully Sticks,23,Bob Jenkins,Toyota,1,0,0,0,0,0,1,34,38,1.292831325,116.9732441,170.4263705,190.4765317,5.299567379,2,37,0.051282051,1,6,0.142857143,1,3,0.25,0,2,0,33,45,0.407894737,0,0.079207921
Alton Jones,"<a href=""https://www.racing-reference.info/driver/Alton_Jones/"">Alton Jones</a>",1973,31,Crimson Dale Nursery,"3, 68",Butch Hawkersmith,Chevrolet,5,0,0,0,0,1,2,34.4,26.6,13.09203639,73.9100346,170.8641057,132.1216631,53.03944525,78,128,0.378640777,26,43,0.376811594,9,9,0.5,0,0,,0,0,,,0.399038462
Alton Jones,"<a href=""https://www.racing-reference.info/driver/Alton_Jones/"">Alton Jones</a>",1974,32,Crimson Dale Nursery,68,Butch Hawkersmith,Chevrolet,5,0,0,0,1,2,3,30.8,22.8,22.86201227,129.5372233,163.5330793,121.0569548,87.25922713,72,109,0.397790055,38,66,0.365384615,9,7,0.5625,0,0,,0,0,,,0.406181015
Alton Jones,"<a href=""https://www.racing-reference.info/driver/Alton_Jones/"">Alton Jones</a>",1975,33,Crimson Dale Nursery,68,Butch Hawkersmith,Chevrolet,2,0,0,0,0,1,2,18,9,41.1000019,191.9266055,97.16674408,48.58337204,153.7082683,40,16,0.714285714,20,11,0.64516129,7,1,0.875,0,0,,0,0,,,0.72
Andrew Ranger,"<a href=""https://www.racing-reference.info/driver/Andrew_Ranger/"">Andrew Ranger</a>",2011,24,Bully Hill Vineyards,32,Frank Stoddard,Ford,1,0,0,0,0,0,0,35,35,2.770799946,0,159.0909091,159.0909091,12.55668682,8,34,0.19047619,2,9,0.181818182,2,2,0.5,0,0,,0,0,,,0.25
Andy Belmont,"<a href=""https://www.racing-reference.info/driver/Andy_Belmont/"">Andy Belmont</a>",1989,31,Learn,4,George Hakes,Ford,1,0,0,0,0,0,0,35,29,6.467812282,0,175.5185418,145.4296489,26.36256765,11,28,0.282051282,1,6,0.142857143,1,3,0.25,0,0,,0,0,,,0.246376812
Andy Belmont,"<a href=""https://www.racing-reference.info/driver/Andy_Belmont/"">Andy Belmont</a>",1991,33,Slick 50,59,Pat Rissi,Ford,1,0,0,0,0,0,0,40,40,0.4125661,0,202.020202,202.020202,1.670860813,0,39,0,0,10,0,0,4,0,0,0,,0,0,,,0
Andy Belmont,"<a href=""https://www.racing-reference.info/driver/Andy_Belmont/"">Andy Belmont</a>",1992,34,FDP Brakes,59,Pat Rissi,Ford,8,0,0,0,0,0,2,36.75,34.875,3.051613939,33.61650485,185.7194983,176.2440137,12.34301387,41,271,0.131410256,6,107,0.053097345,8,24,0.25,0,0,,0,0,,,0.127627628
Andy Belmont,"<a href=""https://www.racing-reference.info/driver/Andy_Belmont/"">Andy Belmont</a>",2004,46,SPS / Continental Fire & Safety,2,Hermie Sadler,Pontiac,2,0,0,0,0,0,0,41.5,38,1.303075892,0,188.6363636,172.7272727,5.905267861,10,74,0.119047619,0,0,,4,0,1,0,0,,0,0,,,0.26
Andy Hillenburg,"<a href=""https://www.racing-reference.info/driver/Andy_Hillenburg/"">Andy Hillenburg</a>",1991,28,MAX-Orb,29,Andy Hillenburg,Buick,2,0,0,0,0,0,1,34.5,36,2.444653951,69.81132075,174.2424242,181.8181818,9.900659526,8,70,0.102564103,0,7,0,2,6,0.25,0,0,,0,0,,,0.129032258
Andy Hillenburg,"<a href=""https://www.racing-reference.info/driver/Andy_Hillenburg/"">Andy Hillenburg</a>",1993,30,Diamond Ridge Racing,29,Gary Bechtel,Chevrolet,1,0,0,0,0,0,0,25,41,0,0,124.5202559,204.2132196,0,1,40,0.024390244,0,12,0,0,4,0,0,0,,0,0,,,0.012345679
Andy Hillenburg,"<a href=""https://www.racing-reference.info/driver/Andy_Hillenburg/"">Andy Hillenburg</a>",1995,32,Kendall,40,Dick Brooks,Pontiac,1,0,0,0,0,0,1,42,36,2.255175294,125.1246261,201.7144388,172.8980904,9.631257781,7,35,0.166666667,1,3,0.25,0,2,0,0,0,,0,0,,,0.155172414
Andy Hillenburg,"<a href=""https://www.racing-reference.info/driver/Andy_Hillenburg/"">Andy Hillenburg</a>",1998,35,Little Joe's Auto,"95, 91","Sadler Brothers, Joe Falk",Chevrolet,4,0,0,0,0,0,4,26.75,26.5,8.734995369,121.9072165,121.5909091,120.4545455,39.58517516,66,102,0.392857143,21,36,0.368421053,8,6,0.571428571,0,0,,0,0,,,0.414201183
Andy Hillenburg,"<a href=""https://www.racing-reference.info/driver/Andy_Hillenburg/"">Andy Hillenburg</a>",1999,36,Little Joe's Auto,91,Joe Falk,Chevrolet,1,0,0,0,0,0,0,33,43,0,0,150,195.4545455,0,0,42,0,0,16,0,0,4,0,0,0,,0,0,,,0
Andy Hillenburg,"<a href=""https://www.racing-reference.info/driver/Andy_Hillenburg/"">Andy Hillenburg</a>",2002,39,Camp 28 Saloon / Fast Track Driving School,71,Dave Marcis,Chevrolet,2,0,0,0,0,0,0,43,43,0,0,195.4545455,195.4545455,0,0,84,0,0,25,0,0,4,0,0,0,,0,0,,,0
Andy Hillenburg,"<a href=""https://www.racing-reference.info/driver/Andy_Hillenburg/"">Andy Hillenburg</a>",2004,41,Commercial Truck & Trailer,80,Stan Hover,Ford,5,0,0,0,0,0,1,42.6,40.6,0.662327891,26.39386189,193.6363636,184.5454545,3.001531709,12,198,0.057142857,3,45,0.0625,2,8,0.2,0,0,,0,0,,,0.075144509
Andy Houston,"<a href=""https://www.racing-reference.info/driver/Andy_Houston/"">Andy Houston</a>",2000,29,McDonald's Happy Meal,96,Cal Wells,Ford,5,0,0,0,0,0,3,31.8,33.4,4.211112938,73.96290051,144.5454545,151.8181818,19.08388457,48,162,0.228571429,25,69,0.265957447,4,16,0.2,2,2,0.5,48,120,0.280487805,0.280487805,0.243452435
Andy Houston,"<a href=""https://www.racing-reference.info/driver/Andy_Houston/"">Andy Houston</a>",2001,30,McDonald's,96,Cal Wells,Ford,17,0,0,0,0,0,8,24,32.41176471,6.216136428,56.34674923,109.158263,147.417164,28.15203455,180,534,0.25210084,69,201,0.255555556,18,48,0.272727273,4,13,0.235294118,333,381,0.459110473,0.207086232,0.249344947
Andy Lally,"<a href=""https://www.racing-reference.info/driver/Andy_Lally/"">Andy Lally</a>",2009,34,TaxSlayer.com / Adobe Road Winery,71,Kevin Buckler,Chevrolet,1,0,0,0,0,0,1,15,27,7.990981574,120,68.18181818,122.7272727,36.21346,16,26,0.380952381,7,7,0.5,0,4,0,0,0,,0,0,,,0.348837209
Andy Lally,"<a href=""https://www.racing-reference.info/driver/Andy_Lally/"">Andy Lally</a>",2010,35,Adobe Road Winery / TaxSlayer.com,71,Kevin Buckler,Chevrolet,7,0,0,0,0,0,4,38.57142857,32.14285714,5.24940591,71.91637631,175.3246753,146.1038961,23.78921152,76,218,0.258503401,22,78,0.22,13,11,0.541666667,0,0,,0,0,,,0.291525424
Andy Lally,"<a href=""https://www.racing-reference.info/driver/Andy_Lally/"">Andy Lally</a>",2011,36,Interstate Moving Services,"71, 77",Kevin Buckler,"Chevrolet, Ford",30,0,0,0,0,0,26,37.6,30.83333333,5.645483798,108.719611,170.9090909,140.1515152,25.58415381,365,895,0.28968254,100,253,0.283286119,60,40,0.6,0,1,0,10,32,0.219512195,0,0.337951301
Andy Lally,"<a href=""https://www.racing-reference.info/driver/Andy_Lally/"">Andy Lally</a>",2021,46,Blacktop Mojo,78,B.J. McLeod,Ford,1,0,0,0,0,0,0,35,39,0.843109474,0,177.4376833,197.7162757,3.417635796,1,38,0.025641026,0,15,0,0,4,0,0,0,,0,0,,,0.011764706
Andy Lally,"<a href=""https://www.racing-reference.info/driver/Andy_Lally/"">Andy Lally</a>",2022,47,Surface Sunscreen / MaintenanceSupplies.com,78,B.J. McLeod,Ford,1,0,0,0,0,0,0,39,39,0.843109474,0,206.5873302,206.5873302,3.274304782,0,38,0,0,16,0,0,3,0,0,0,,0,0,,,0
Andy Lally,"<a href=""https://www.racing-reference.info/driver/Andy_Lally/"">Andy Lally</a>",2023,48,Camping World,"15, 51",Rick Ware,Ford,5,0,0,0,0,0,4,31.2,30.2,5.967383755,91.58716392,165.5238937,160.2186407,23.141677,34,146,0.188888889,12,53,0.184615385,5,15,0.25,1,4,0.2,61,119,0.325714286,0.107750473,0.184297953
Andy Pilgrim,"<a href=""https://www.racing-reference.info/driver/Andy_Pilgrim/"">Andy Pilgrim</a>",2011,54,Red Line Oil,46,Dusty Whitney,Chevrolet,1,0,0,0,0,0,1,43,26,8.822015575,125.445705,195.4545455,118.1818182,39.97953257,17,25,0.404761905,4,11,0.266666667,2,0,1,1,0,1,10,32,0.243902439,1,0.510416667
Andy Seuss,"<a href=""https://www.racing-reference.info/driver/Andy_Seuss/"">Andy Seuss</a>",2019,32,Jacob Companies,51,Rick Ware,Ford,1,0,0,0,0,0,1,35,28,7.207573876,114.6179402,177.7434312,142.194745,29.15973361,9,27,0.25,2,12,0.142857143,1,3,0.25,1,0,1,2,34,0.057142857,1,0.34375
Anthony Alfredo,"<a href=""https://www.racing-reference.info/driver/Anthony_Alfredo/"">Anthony Alfredo</a>",2021,22,Speedy Cash,38,Bob Jenkins,Ford,36,0,0,0,0,1,27,29.08333333,27.5,8.962995875,86.2936772,147.4422654,139.4153226,36.33247697,393,954,0.291759465,132,361,0.267748479,59,85,0.409722222,9,28,0.243243243,649,737,0.460340993,0.215185,0.29145659
Anthony Alfredo,"<a href=""https://www.racing-reference.info/driver/Anthony_Alfredo/"">Anthony Alfredo</a>",2023,24,Dude Wipes,78,B.J. McLeod,Chevrolet,2,0,0,0,0,0,2,32.5,34,3.325194856,114.4839549,172.4207226,180.3786021,12.89519636,5,66,0.070422535,2,29,0.064516129,2,6,0.25,0,0,,0,0,,,0.103030303
Anthony Alfredo,"<a href=""https://www.racing-reference.info/driver/Anthony_Alfredo/"">Anthony Alfredo</a>",2024,25,Dude Wipes,62,Beard Motorsports,Chevrolet,2,0,0,0,0,1,2,31.5,16.5,30.24973928,111.9891008,164.0458692,85.92878865,119.4146475,45,31,0.592105263,17,12,0.586206897,3,5,0.375,0,0,,0,0,,,0.548192771
Anthony Lazzaro,"<a href=""https://www.racing-reference.info/driver/Anthony_Lazzaro/"">Anthony Lazzaro</a>",2001,37,NationsRent,68,Tom Coleman,Chevrolet,1,0,0,0,0,0,1,31,34,3.311639454,119.7368421,140.9960897,154.6408726,14.99796367,9,33,0.214285714,3,9,0.25,0,4,0,0,0,,0,0,,,0.182926829
Anthony Lazzaro,"<a href=""https://www.racing-reference.info/driver/Anthony_Lazzaro/"">Anthony Lazzaro</a>",2005,41,Patron Tequila / BoSPOKER.net,37,John Carter,Dodge,1,0,0,0,0,0,1,38,28,7.207573876,121.8897638,172.7272727,127.2727273,32.66321988,15,27,0.357142857,4,9,0.307692308,2,2,0.5,0,0,,0,0,,,0.369047619
Aric Almirola,"<a href=""https://www.racing-reference.info/driver/Aric_Almirola/"">Aric Almirola</a>",2007,23,U.S. Army,"80, 1","Joe Gibbs, Dale Earnhardt, Inc.",Chevrolet,6,0,0,0,0,0,3,33.16666667,34.5,3.658457689,58.19548872,150.7575758,156.8181818,16.57936637,51,201,0.202380952,14,93,0.130841121,7,17,0.291666667,4,14,0.222222222,413,343,0.540650407,0.251655629,0.211149201
Aric Almirola,"<a href=""https://www.racing-reference.info/driver/Aric_Almirola/"">Aric Almirola</a>",2008,24,U.S. Army,8,"Dale Earnhardt, Inc.",Chevrolet,12,0,0,0,0,1,11,20.58333333,24.83333333,13.69486248,102.2334294,93.56060606,112.8787879,62.0622573,218,286,0.432539683,60,99,0.377358491,16,32,0.333333333,19,17,0.527777778,747,765,0.494579946,0.522371196,0.442066547
Aric Almirola,"<a href=""https://www.racing-reference.info/driver/Aric_Almirola/"">Aric Almirola</a>",2009,25,Cub Cadet / Bass Pro Shops,"8, 9","Earnhardt Ganassi Racing, James Finch","Chevrolet, Dodge",8,0,0,0,0,0,6,30.125,32.375,4.766767358,90,136.9318182,147.1590909,21.60199438,85,251,0.25297619,16,94,0.145454545,10,20,0.333333333,1,13,0.071428571,331,257,0.554006969,0.08721887,0.196152252
Aric Almirola,"<a href=""https://www.racing-reference.info/driver/Aric_Almirola/"">Aric Almirola</a>",2010,26,Budweiser,9,"James Finch, Richard Petty Motorsports","Chevrolet, Ford",9,0,0,0,1,1,5,27.66666667,28.77777778,13.04292264,69.91869919,125.7575758,130.8080808,59.10780206,128,250,0.338624339,32,79,0.288288288,10,24,0.294117647,8,7,0.533333333,359,271,0.572357724,0.604681125,0.386396998
Aric Almirola,"<a href=""https://www.racing-reference.info/driver/Aric_Almirola/"">Aric Almirola</a>",2012,28,Smithfield,43,Richard Petty Motorsports,Ford,36,1,0,0,1,4,33,16.16666667,20,18.69698854,122.644771,73.48484848,90.90909091,84.73084818,828,684,0.547619048,251,145,0.633838384,76,66,0.535211268,16,20,0.444444444,902,610,0.597560976,0.542936288,0.564597245
Aric Almirola,"<a href=""https://www.racing-reference.info/driver/Aric_Almirola/"">Aric Almirola</a>",2013,29,Smithfield,"43, 41",Richard Petty Motorsports,Ford,36,1,0,0,1,6,32,18.27777778,18.75,20.32021275,106.9984448,83.08080808,85.22727273,92.08696135,873,639,0.577380952,295,174,0.628997868,67,77,0.465277778,17,19,0.472222222,831,681,0.550135501,0.522482967,0.56411721
Aric Almirola,"<a href=""https://www.racing-reference.info/driver/Aric_Almirola/"">Aric Almirola</a>",2014,30,Smithfield,43,Richard Petty Motorsports,Ford,36,0,1,2,2,7,30,19.13888889,21.44444444,20.71979844,94.51368524,87.04866113,97.53492946,93.83714281,775,736,0.512905361,198,177,0.528,61,79,0.435714286,19,17,0.527777778,829,682,0.550508475,0.577849358,0.514524943
Aric Almirola,"<a href=""https://www.racing-reference.info/driver/Aric_Almirola/"">Aric Almirola</a>",2015,31,Smithfield,43,Richard Petty Motorsports,Ford,36,0,0,0,3,6,34,22.36111111,17.91666667,23.53612297,102.8129395,101.6414141,81.43939394,106.660795,903,609,0.597222222,287,129,0.689903846,89,55,0.618055556,26,10,0.722222222,672,840,0.448509485,0.678920795,0.636172305
Aric Almirola,"<a href=""https://www.racing-reference.info/driver/Aric_Almirola/"">Aric Almirola</a>",2016,32,Smithfield,43,Richard Petty Motorsports,Ford,36,0,0,0,0,1,30,23.88888889,23.30555556,13.78138194,94.00366588,116.8407508,113.9876627,57.9384839,597,803,0.426428571,165,198,0.454545455,71,73,0.493055556,26,10,0.722222222,439,961,0.314516129,0.543991416,0.465021066
Aric Almirola,"<a href=""https://www.racing-reference.info/driver/Aric_Almirola/"">Aric Almirola</a>",2017,33,Smithfield,43,Richard Petty Motorsports,Ford,29,0,0,0,3,6,26,22.37931034,18.79310345,22.17178614,107.7996716,111.0717614,93.27289672,91.82071605,596,516,0.535971223,170,179,0.487106017,61,55,0.525862069,0,0,,0,0,,,0.518909411
Aric Almirola,"<a href=""https://www.racing-reference.info/driver/Aric_Almirola/"">Aric Almirola</a>",2018,34,Smithfield,10,Stewart Haas Racing,Ford,36,0,1,2,4,17,34,15.55555556,12.75,34.96417918,110.4747306,77.97284924,63.90988893,143.3249797,940,423,0.689655172,274,176,0.608888889,93,51,0.645833333,40,68,0.37037037,2948,1141,0.723436323,0.60609887,0.636597076
Aric Almirola,"<a href=""https://www.racing-reference.info/driver/Aric_Almirola/"">Aric Almirola</a>",2019,35,Smithfield,10,Stewart Haas Racing,Ford,36,1,0,1,3,12,33,10.5,15.41666667,28.8156406,105.0664452,53.32302937,78.29174947,116.579645,825,519,0.613839286,304,207,0.594911937,61,83,0.423611111,44,64,0.407407407,2643,1389,0.657237513,0.568642386,0.569510502
Aric Almirola,"<a href=""https://www.racing-reference.info/driver/Aric_Almirola/"">Aric Almirola</a>",2020,36,Smithfield,10,Stewart Haas Racing,Ford,36,3,0,3,6,18,33,8.972222222,13.27777778,34.45747859,106.4176245,44.53356579,65.90416238,142.696082,936,442,0.679245283,332,177,0.652259332,75,69,0.520833333,54,54,0.5,2757,1377,0.671385991,0.671385991,0.651096807
Aric Almirola,"<a href=""https://www.racing-reference.info/driver/Aric_Almirola/"">Aric Almirola</a>",2021,37,Smithfield,10,Stewart Haas Racing,Ford,36,1,1,1,2,5,31,19.08333333,19.94444444,21.33096785,99.07792568,96.74578446,101.1113148,86.46739424,665,682,0.493689681,246,247,0.498985801,59,85,0.409722222,43,65,0.398148148,2284,1757,0.564200356,0.461337253,0.472329259
Aric Almirola,"<a href=""https://www.racing-reference.info/driver/Aric_Almirola/"">Aric Almirola</a>",2022,38,Smithfield,10,Stewart Haas Racing,Ford,36,1,0,0,2,7,32,19.44444444,17.80555556,23.06321606,107.3160832,102.9993812,94.31800475,89.56843795,681,605,0.529548989,286,226,0.55859375,70,69,0.503597122,50,58,0.462962963,2085,1773,0.540533333,0.503517418,0.523090574
Aric Almirola,"<a href=""https://www.racing-reference.info/driver/Aric_Almirola/"">Aric Almirola</a>",2023,39,Smithfield,10,Stewart Haas Racing,Ford,36,2,0,2,2,5,32,18.36111111,19.63888889,21.12646365,101.7635155,97.41033988,104.1892743,81.92900236,613,671,0.47741433,237,235,0.502118644,68,75,0.475524476,53,55,0.490740741,1948,1904,0.505608974,0.496348957,0.489551899
Austin Cameron,"<a href=""https://www.racing-reference.info/driver/Austin_Cameron/"">Austin Cameron</a>",2002,25,NAPA Hand Tools,62,Michael Gaughan,Chevrolet,1,0,0,0,0,0,0,32,42,0,0,145.4545455,190.9090909,0,1,41,0.023809524,0,14,0,0,4,0,0,0,,0,0,,,0.011627907
Austin Cameron,"<a href=""https://www.racing-reference.info/driver/Austin_Cameron/"">Austin Cameron</a>",2004,27,McMillin Homes / NAPA,61,Bill McAnally,Chevrolet,1,0,0,0,0,0,1,32,38,1.292831325,131.9693095,145.4545455,172.7272727,5.858841625,5,37,0.119047619,2,14,0.125,2,2,0.5,0,0,,0,0,,,0.188888889
Austin Cindric,"<a href=""https://www.racing-reference.info/driver/Austin_Cindric/"">Austin Cindric</a>",2021,22,Money Lion,33,Roger Penske,Ford,7,0,0,0,0,1,5,25,22.71428571,15.08104714,82.18445448,126.7412023,115.1534353,61.13266205,117,152,0.434944238,46,58,0.442307692,14,10,0.583333333,4,17,0.19047619,513,294,0.631043257,0.286954006,0.397597961
Austin Cindric,"<a href=""https://www.racing-reference.info/driver/Austin_Cindric/"">Austin Cindric</a>",2022,23,Discount Tire,2,Roger Penske,Ford,36,1,1,4,5,9,32,12.61111111,16.25,29.40454771,107.3160832,66.80245578,86.07805425,114.1956699,737,549,0.573094868,315,197,0.615234375,64,80,0.444444444,28,45,0.383561644,1688,920,0.648126233,0.534036033,0.554206731
Austin Cindric,"<a href=""https://www.racing-reference.info/driver/Austin_Cindric/"">Austin Cindric</a>",2023,24,Discount Tire,2,Roger Penske,Ford,36,0,0,0,1,5,32,18.27777778,21.63888889,17.90742013,101.7635155,96.96823547,114.7997803,69.44546378,541,743,0.421339564,205,267,0.434322034,60,84,0.416666667,21,52,0.287671233,1612,994,0.615870509,0.3930131,0.41541775
Austin Cindric,"<a href=""https://www.racing-reference.info/driver/Austin_Cindric/"">Austin Cindric</a>",2024,25,MenardsKnauf Insulation,2,Roger Penske,Ford,11,0,0,0,1,1,10,11.54545455,22.72727273,16.0286074,101.8082735,60.12648021,118.359213,63.27494212,161,239,0.4025,68,79,0.462585034,13,31,0.295454545,5,17,0.227272727,480,320,0.595115681,0.301825293,0.372538873
Austin Dillon,"<a href=""https://www.racing-reference.info/driver/Austin_Dillon/"">Austin Dillon</a>",2011,21,Ronald Reagan Centennial / Camping World,98,Mike Curb,Chevrolet,1,0,0,0,0,0,1,26,26,8.822015575,125.445705,118.1818182,118.1818182,39.97953257,17,25,0.404761905,3,13,0.1875,3,1,0.75,0,0,,0,0,,,0.388888889
Austin Dillon,"<a href=""https://www.racing-reference.info/driver/Austin_Dillon/"">Austin Dillon</a>",2012,22,American Ethanol,33,Richard Childress,Chevrolet,1,0,0,0,0,0,1,22,24,10.64545976,133.7942956,100,109.0909091,48.24300089,19,23,0.452380952,6,10,0.375,1,3,0.25,0,3,0,76,50,0.593495935,0,0.253623188
Austin Dillon,"<a href=""https://www.racing-reference.info/driver/Austin_Dillon/"">Austin Dillon</a>",2013,23,American Ethanol,"33, 51, 14","Richard Childress, James Finch, Stewart Haas Racing",Chevrolet,11,0,0,0,0,0,10,19.54545455,23.09090909,13.24759595,109.4302276,88.84297521,104.9586777,60.0353388,219,243,0.474025974,76,104,0.422222222,19,25,0.431818182,8,11,0.421052632,432,366,0.540436457,0.460990966,0.450953344
Austin Dillon,"<a href=""https://www.racing-reference.info/driver/Austin_Dillon/"">Austin Dillon</a>",2014,24,Dow,3,Richard Childress,Chevrolet,36,1,0,0,1,4,36,19.91666667,17.5,21.64273922,113.4164223,90.58619743,79.59456678,98.01701579,917,594,0.606882859,432,332,0.565445026,69,75,0.479166667,32,48,0.4,2093,1265,0.62385601,0.525099499,0.557533679
Austin Dillon,"<a href=""https://www.racing-reference.info/driver/Austin_Dillon/"">Austin Dillon</a>",2015,25,Dow,3,Richard Childress,Chevrolet,36,0,0,0,1,5,33,16.97222222,21.02777778,18.74870575,99.78902954,77.14646465,95.58080808,84.96521978,791,721,0.523148148,350,395,0.469798658,63,81,0.4375,31,56,0.356321839,2261,1393,0.618166526,0.472629592,0.48307855
Austin Dillon,"<a href=""https://www.racing-reference.info/driver/Austin_Dillon/"">Austin Dillon</a>",2016,26,Dow,3,Richard Childress,Chevrolet,36,2,0,1,4,13,33,14.02777778,15.88888889,29.18559964,103.4040325,68.60997578,77.71268544,122.6995523,864,536,0.617142857,462,265,0.635488308,72,72,0.5,47,25,0.652777778,1515,1285,0.546187683,0.693503664,0.627436975
Austin Dillon,"<a href=""https://www.racing-reference.info/driver/Austin_Dillon/"">Austin Dillon</a>",2017,27,Dow,3,Richard Childress,Chevrolet,36,0,1,1,3,4,31,19.05555556,18.61111111,22.7368635,103.5383598,94.57548458,92.36964237,94.1608887,744,634,0.539912917,359,239,0.600334448,71,71,0.5,39,33,0.541666667,1551,1205,0.56557377,0.606081081,0.569214114
Austin Dillon,"<a href=""https://www.racing-reference.info/driver/Austin_Dillon/"">Austin Dillon</a>",2018,28,Dow,3,Richard Childress,Chevrolet,36,0,1,1,2,8,33,18.77777778,17.47222222,25.24091016,107.2254738,94.12436801,87.58021816,103.4674064,770,593,0.564930301,402,216,0.650485437,76,68,0.527777778,21,17,0.552631579,801,638,0.559600286,0.610841094,0.594605177
Austin Dillon,"<a href=""https://www.racing-reference.info/driver/Austin_Dillon/"">Austin Dillon</a>",2019,29,Symbicort,3,Richard Childress,Chevrolet,36,3,0,0,0,6,33,16.47222222,19.47222222,19.90849329,105.0664452,83.65226565,98.88741689,80.54393488,679,665,0.505208333,343,242,0.586324786,62,80,0.436619718,24,14,0.631578947,615,807,0.434248555,0.56818719,0.530747374
